real_data,DecisionTree,RandomForest,SVR,MLP,GRU,LSTM,SLSTM,BiLSTM,NLSTM,EMD-LSTM,EMD-SLSTM,EMD-BiLSTM,EMD-NLSTM,SWT-LSTM,SWT-SLSTM,SWT-BiLSTM,SWT-NLSTM,EWT-LSTM,EWT-SLSTM,EWT-BiLSTM,EWT-NLSTM,VMD-LSTM,VMD-SLSTM,VMD-BiLSTM,VMD-NLSTM,Proposed,SSA-SLSTM,SSA-BiLSTM,SSA-NLSTM,iTransformer
0.226867,0.0793667,0.085644848,0.087399395,0.210900245,0.10975678,0.11185458,0.11778815,0.10364088,0.10165919,0.228478566,0.226779919,0.233019671,0.213178832,0.18676059,0.17904912,0.18813485,0.17709482,0.114518497,0.098867268,0.128525728,0.081739406,0.188816823,0.196884023,0.208972835,0.195930087,0.225006333,0.222893495,0.223550177,0.223769961,0.09027003
0.1518617,0.1353084,0.18977701,0.180462668,0.160846791,0.20536782,0.20028697,0.22158508,0.20405135,0.21815594,0.243705645,0.221899001,0.247411891,0.190404007,0.21467745,0.21440163,0.2219469,0.21901925,0.200553769,0.199733579,0.231938653,0.199169881,0.168611799,0.171590439,0.18577586,0.170788866,0.19493327,0.195240265,0.182333291,0.198579601,0.16498533
0.4023813,0.30595,0.172604364,0.142908024,0.303498346,0.17927599,0.18512873,0.18529002,0.16640744,0.19805002,0.302771559,0.263668948,0.30442763,0.244582797,0.3479,0.3624693,0.35124326,0.34535164,0.16810571,0.158268155,0.183623164,0.168807531,0.24908752,0.267444133,0.26959841,0.248995665,0.38099712,0.379080813,0.39280835,0.369058338,0.1417601
0.4561229,0.3519467,0.29182654,0.205551994,0.219168488,0.31029868,0.28722197,0.28662768,0.29932538,0.26490343,0.367524734,0.403423605,0.364434364,0.384037589,0.38658753,0.3928654,0.40407506,0.39357513,0.277670984,0.275646756,0.304850177,0.222932937,0.303838277,0.317449422,0.321798984,0.319154099,0.473248702,0.475406503,0.471261167,0.467297868,0.3128962
0.3267654,0.246215,0.303564476,0.312060018,0.605866772,0.33927155,0.31350818,0.30882642,0.34106082,0.3429338,0.331670731,0.323018771,0.332606098,0.302306247,0.30948278,0.31827256,0.30460128,0.31183493,0.253797494,0.235876176,0.282828712,0.242111489,0.22892514,0.219908866,0.261715349,0.237365174,0.310510444,0.304774197,0.290184888,0.290965552,0.38044456
0.16119,0.5313543,0.280110458,0.250211651,0.242752895,0.33195144,0.29963896,0.3110031,0.31816965,0.32571432,0.267689714,0.276494958,0.268845428,0.283853258,0.20802358,0.21609885,0.23375942,0.23311089,0.251869954,0.245647002,0.251982912,0.237117057,0.176559271,0.190630136,0.211271119,0.204984196,0.179205086,0.173925111,0.156286626,0.184921745,0.23223405
0.1596484,0.1830668,0.188978472,0.176599504,0.127402343,0.277535,0.23699395,0.24548692,0.2374874,0.21786237,0.182231572,0.192223593,0.177601273,0.151418171,0.17164014,0.17850704,0.17303118,0.17035861,0.182158518,0.178683178,0.173470761,0.154303838,0.171358938,0.203844601,0.198935807,0.194773182,0.15885884,0.158149891,0.134523932,0.169957676,0.16118297
0.1091883,0.2060334,0.291914848,0.110870758,0.087729005,0.19867419,0.20638509,0.22607222,0.21781899,0.23393406,0.008265694,0.008623165,0.002740809,0.008018999,0.1469721,0.13939098,0.14052574,0.13635004,0.181762331,0.189800919,0.212591204,0.129791679,0.071476648,0.103649534,0.099128146,0.095234672,0.130068407,0.128329363,0.108948615,0.140763999,0.17107171
0.0862433,0.104105,0.118131196,0.122179667,0.106449072,0.113518655,0.15966167,0.13077416,0.15035856,0.093025595,0.14782727,0.169641853,0.136752068,0.138311217,0.15125066,0.14609855,0.1428961,0.14698862,0.102577512,0.099233276,0.109431991,0.09038233,0.091551066,0.097463309,0.129348046,0.100891425,0.094722133,0.098593613,0.081077134,0.109408395,0.11278535
0.3768597,0.1199801,0.10682328,0.086014445,0.096106233,0.10548287,0.12563068,0.11047711,0.11978045,0.09837001,0.201936613,0.260228893,0.205035369,0.247819658,0.25138062,0.26002088,0.25711218,0.28246108,0.112573179,0.100892148,0.079057443,0.053563689,0.236560389,0.24408162,0.251238778,0.210767233,0.377784822,0.380451105,0.38351576,0.370990166,0.09730967
0.203002,0.1562417,0.233763658,0.206278525,0.133766292,0.27969065,0.2535305,0.26809865,0.26990193,0.25279284,0.237449763,0.208454542,0.235272448,0.179162576,0.25246826,0.21873853,0.22641216,0.17635347,0.236072943,0.263852161,0.291105943,0.22935593,0.181363706,0.169066368,0.199687942,0.162467705,0.250441924,0.249663833,0.2350729,0.225117621,0.38478938
0.0886667,0.2551033,0.233630038,0.161223837,0.183291728,0.22981213,0.2191846,0.19167303,0.22437263,0.23630774,0.146515961,0.16640902,0.148135569,0.132312459,0.075218715,0.09541108,0.13266076,0.15191154,0.149174388,0.176511665,0.224967574,0.230797669,0.120169771,0.105977837,0.157395615,0.137815512,0.091907903,0.087046716,0.095594088,0.078730061,0.17883623
0.1284283,0.1019801,0.225153462,0.140551239,0.242391353,0.18940812,0.16407783,0.16624865,0.17170064,0.15537009,0.159312108,0.173620065,0.156711797,0.153934255,0.17474468,0.17621377,0.16180779,0.12910287,0.177215214,0.157318086,0.288840231,0.178362994,0.157031708,0.183433346,0.180663663,0.196158314,0.129078806,0.139136384,0.139249733,0.141125774,0.3168822
0.14251,0.1793284,0.19090731,0.135796566,0.115983257,0.16793789,0.15978026,0.17703035,0.1747313,0.19686376,0.109386125,0.132121073,0.096836407,0.140928452,0.1406578,0.13344938,0.14868394,0.16901177,0.157432836,0.164116639,0.16221926,0.200513906,0.141878245,0.176832057,0.145605331,0.172391359,0.16521766,0.159561441,0.14963379,0.157650718,0.14998564
0.1417583,0.1145501,0.162867542,0.120275612,0.128739034,0.14290272,0.162858,0.1658943,0.16792355,0.16083264,0.151248416,0.111159856,0.146108644,0.096328102,0.14040612,0.13789825,0.14792892,0.1491107,0.151237589,0.147225868,0.144543484,0.148660266,0.126850151,0.140100446,0.149539643,0.142310623,0.139888057,0.137784692,0.131283593,0.138755309,0.104494564
0.1440483,0.1079001,0.153230514,0.107942499,0.162872415,0.14870869,0.1637745,0.16892943,0.1600712,0.16960323,0.175394503,0.213636276,0.16061049,0.174433409,0.16707002,0.16627952,0.1748392,0.16949363,0.154563696,0.156743156,0.166994533,0.123328728,0.185969501,0.178525393,0.209682055,0.17206089,0.156723241,0.162245948,0.152342443,0.157521358,0.111561656
0.2798967,0.1074784,0.145062872,0.146009483,0.174993152,0.16140752,0.16589566,0.16992183,0.15993708,0.1734048,0.207144214,0.222052536,0.202278732,0.216352307,0.2325045,0.22341304,0.2394579,0.2352558,0.156758459,0.154378053,0.194021231,0.130290144,0.228587298,0.220868556,0.236848378,0.204145605,0.284187562,0.284214551,0.289013713,0.276785442,0.16050525
0.2563033,0.1584167,0.200413162,0.210179744,0.191529906,0.25236964,0.23558225,0.24967927,0.2597208,0.23460467,0.157756117,0.151112918,0.148358133,0.143150721,0.2360347,0.23919086,0.23432894,0.22752129,0.236332821,0.247729076,0.304966354,0.235842532,0.204116439,0.20401574,0.219855578,0.203468879,0.266666576,0.265259509,0.262821737,0.242420257,0.29159266
0.0807617,0.1584167,0.197595566,0.181622078,0.199187955,0.2513546,0.246983,0.2461584,0.25376365,0.24907944,0.102360678,0.094127937,0.08945143,0.089322459,0.1270426,0.1398252,0.13648358,0.14287241,0.228998558,0.235557936,0.259833295,0.2214104,0.148382751,0.150104437,0.176229984,0.166482456,0.082993593,0.077590501,0.075403199,0.078598352,0.21833292
0.0697399,0.1006301,0.130712482,0.090998068,0.085097654,0.17720664,0.16900527,0.1553178,0.1504106,0.1420294,0.07397985,0.083632629,0.061262939,0.084487193,0.07277176,0.0578984,0.09668595,0.072497725,0.146375946,0.133673094,0.134251602,0.114604959,0.095580222,0.104765982,0.10678002,0.125033557,0.073209075,0.074219947,0.064247569,0.096701025,0.10626514
0.0811116,0.0651301,0.101808746,0.092487792,0.087866462,0.158694,0.124810174,0.13627596,0.14014652,0.16075945,0.049635074,0.025977448,0.041204627,0.053226193,0.10542426,0.117708065,0.09931351,0.12131068,0.136837275,0.149777353,0.247620949,0.141999638,0.09291624,0.121499533,0.093322921,0.11511205,0.09762029,0.096182455,0.081413379,0.102726049,0.10684663
0.0753634,0.0685667,0.133698516,0.08206538,0.093898463,0.09691652,0.10850735,0.10252971,0.11594719,0.091438815,0.063394036,0.044989352,0.058051651,0.071004711,0.08940015,0.07578393,0.086453766,0.088182464,0.102309461,0.091949852,0.120217747,0.09931525,0.128236194,0.146631434,0.154389521,0.156711529,0.083588385,0.081980483,0.06872193,0.089265523,0.080091596
0.1010933,0.1778384,0.09270793,0.07171994,0.078656317,0.082423486,0.09582227,0.08939694,0.09745764,0.08475532,0.134032515,0.146215351,0.126946728,0.136315972,0.11353663,0.11579389,0.11920821,0.1135316,0.096557114,0.098693123,0.073653067,0.065419299,0.131391042,0.13632834,0.160761327,0.136748052,0.116761733,0.11912709,0.112170272,0.119830075,0.08357952
0.2183996,0.0812683,0.145376962,0.109417448,0.239647509,0.101864465,0.10957655,0.11686081,0.10943615,0.10852043,0.211545866,0.21760622,0.203943013,0.235592108,0.20544371,0.1992021,0.20567472,0.20143756,0.115147204,0.120822946,0.144514033,0.135178009,0.175550884,0.171164809,0.186121572,0.16339149,0.239596498,0.241276907,0.241404782,0.233424893,0.1263592
0.3063066,0.345802,0.201508224,0.185168282,0.135210889,0.19484454,0.19242162,0.21281284,0.20173512,0.2090959,0.232433151,0.234131965,0.227310493,0.232622047,0.2684619,0.2637302,0.27228695,0.25687185,0.20125917,0.217122841,0.257781312,0.175602268,0.248054077,0.25871395,0.272818211,0.272193402,0.325364645,0.32883528,0.329504488,0.300939689,0.23348714
0.2353867,0.2214399,0.216377466,0.195371043,0.175079706,0.26954672,0.25756767,0.25946525,0.26517168,0.24174602,0.223460575,0.223264475,0.218364672,0.228139949,0.23411164,0.23367704,0.2448528,0.23855177,0.266685337,0.29045631,0.320645261,0.24449016,0.21153857,0.207089452,0.244796592,0.243437177,0.229860803,0.225763528,0.229291071,0.20538074,0.2466372
0.1853251,0.1448767,0.213258056,0.164924213,0.247228871,0.258721,0.24991927,0.2567982,0.24385507,0.25542283,0.216228825,0.230323243,0.213463609,0.220381648,0.20259565,0.21205123,0.21848379,0.22374089,0.263568779,0.259253121,0.314822078,0.217359475,0.172459226,0.172465252,0.178304352,0.20078509,0.181265994,0.179109735,0.175498198,0.18820225,0.1953125
0.2345999,0.101755,0.193309714,0.148988397,0.156551319,0.26010966,0.2265895,0.24035311,0.23232135,0.232794,0.22048085,0.225315739,0.215813605,0.2312218,0.22317427,0.2181504,0.23136145,0.21312556,0.219740453,0.241546866,0.2255615,0.16249838,0.193659977,0.214374749,0.197592959,0.222060716,0.234315893,0.226932183,0.21950746,0.235992483,0.15333883
0.1845883,0.1992151,0.201531708,0.181242768,0.296594446,0.25053012,0.23742296,0.25421768,0.25313708,0.2512524,0.16405833,0.161327765,0.161326738,0.160179892,0.2077004,0.2085964,0.21283223,0.22453566,0.216510063,0.219777986,0.2360489,0.154089348,0.159070829,0.17867603,0.180450163,0.18672303,0.194915019,0.191440086,0.174531895,0.202569117,0.20805003
0.1916083,0.1968699,0.180674894,0.17218664,0.204387875,0.19830494,0.21541414,0.21320336,0.21562691,0.20941107,0.214414478,0.221861725,0.213956247,0.207635618,0.21892454,0.21860152,0.21736273,0.20560761,0.163732409,0.17250005,0.178184229,0.134739882,0.171543935,0.174461879,0.197877607,0.178594569,0.189104684,0.190587889,0.183538177,0.202563529,0.19945586
0.3331813,0.2137017,0.162190188,0.16286074,0.156778125,0.20760292,0.21140313,0.22395241,0.21816947,0.22203231,0.265503256,0.287475201,0.269441213,0.286619929,0.2793576,0.28153938,0.276423,0.27544397,0.176281511,0.182865938,0.201986883,0.135314016,0.230965265,0.232121059,0.245458725,0.225536212,0.33151438,0.335582989,0.329412798,0.33202048,0.19211417
0.2100999,0.2886967,0.222281568,0.218466971,0.190244972,0.26643285,0.26164806,0.26762643,0.2808303,0.2553652,0.256340063,0.256066189,0.251838611,0.233142084,0.23267749,0.23075297,0.23732136,0.22235727,0.192849793,0.195744616,0.207103719,0.193181527,0.188969094,0.189769337,0.212205927,0.193711613,0.23352821,0.234434614,0.217138663,0.218685613,0.22318846
0.19321,0.2925283,0.21366228,0.16126684,0.137923369,0.22642179,0.23212883,0.21678801,0.23893589,0.22575511,0.172988086,0.178640424,0.1714173,0.149987793,0.1737924,0.18091266,0.1946234,0.20673153,0.148208003,0.157677524,0.169952025,0.15318848,0.161514444,0.166761234,0.197071931,0.166659041,0.183769527,0.183412009,0.181901682,0.175698352,0.17688665
0.174365,0.1321899,0.200500574,0.198766556,0.192783949,0.24934831,0.22205369,0.23906684,0.24104819,0.25133446,0.166155325,0.167664159,0.163035273,0.158677631,0.1830006,0.1904784,0.19901024,0.18853614,0.179281148,0.17443679,0.180020416,0.13079087,0.160462959,0.176233113,0.184997192,0.188093764,0.183887535,0.183814443,0.180285552,0.185325851,0.28490177
0.17394,0.1920466,0.180447,0.179960366,0.159084104,0.18992013,0.20550142,0.20042981,0.21228224,0.19664967,0.143555835,0.141220651,0.140737314,0.130721668,0.16270724,0.16602543,0.17096068,0.1873305,0.125466891,0.133759419,0.140183553,0.107684266,0.121880297,0.140543084,0.143828446,0.144380416,0.177713584,0.175376954,0.167927289,0.17703525,0.16937877
0.1580501,0.1792716,0.173941734,0.151554242,0.151654666,0.18926765,0.19830596,0.20546786,0.21020775,0.20134062,0.153700873,0.15211737,0.152252931,0.140682222,0.15822828,0.16578878,0.1710712,0.17523763,0.146237603,0.150786336,0.135223951,0.104945183,0.117040939,0.130147347,0.144753712,0.135212107,0.166058852,0.16814846,0.158279719,0.164156258,0.1897252
0.1809367,0.1311567,0.152648248,0.138899607,0.130006909,0.17175238,0.18704091,0.18256623,0.18870999,0.18259105,0.171758673,0.174827401,0.175411652,0.155652538,0.16384603,0.16746947,0.1736273,0.17059515,0.111119726,0.116324753,0.122321772,0.095272851,0.152286483,0.159541868,0.178718175,0.156802966,0.181608935,0.182728211,0.177970022,0.181407617,0.16617952
0.1662617,0.1472767,0.173435488,0.166216985,0.253781571,0.19397514,0.19482902,0.2029093,0.2021099,0.20317979,0.130772155,0.127754353,0.133063466,0.136483204,0.16449197,0.1678248,0.17246357,0.18106584,0.135007008,0.140856807,0.139260087,0.100990059,0.126675259,0.128473843,0.151947087,0.129134431,0.181649721,0.18186108,0.17690581,0.175660484,0.17520554
0.1450533,0.167715,0.194576808,0.157256519,0.253981554,0.19072476,0.18968573,0.18540248,0.20103407,0.19424123,0.147279879,0.136862325,0.150600095,0.14407442,0.14790471,0.14850391,0.15862887,0.15714519,0.10962396,0.115169535,0.126068319,0.094391522,0.111644833,0.114808895,0.140552885,0.122277167,0.149764778,0.148659302,0.145192934,0.142188685,0.15991774
0.1521201,0.0782834,0.144524502,0.136909978,0.162082553,0.1784183,0.17867011,0.1809955,0.18423171,0.18558992,0.131709939,0.125199294,0.137318973,0.129735851,0.13920645,0.14051701,0.14870101,0.14976437,0.11401743,0.11526741,0.114721151,0.082348611,0.127882482,0.136375321,0.152051226,0.141424457,0.15311169,0.150031868,0.155428663,0.153814569,0.1515629
0.1048283,0.0782834,0.204020212,0.149320736,0.157146285,0.17848139,0.17797138,0.18492371,0.18549773,0.19026697,0.107469884,0.098830603,0.111815935,0.103591558,0.11749419,0.11930127,0.123293705,0.13127087,0.11138134,0.112428255,0.119378168,0.082542012,0.085007959,0.09089725,0.111959455,0.100215191,0.116481416,0.112173952,0.108512981,0.11770046,0.15360908
0.0763767,0.1335533,0.101546226,0.100472004,0.099997474,0.14355338,0.14870977,0.13897438,0.1471841,0.1427561,0.08346738,0.076584098,0.088493481,0.080060981,0.08781064,0.08796831,0.09495878,0.09447953,0.081325721,0.081813542,0.081359994,0.057588509,0.056843057,0.062084473,0.080661675,0.070516368,0.080700921,0.078630839,0.073379893,0.087063461,0.12048086
0.0911566,0.080575,0.080435918,0.073467803,0.088478486,0.117412366,0.11708235,0.11265282,0.12005004,0.1052691,0.079948939,0.078899495,0.084521081,0.082236861,0.08953355,0.08531959,0.09514702,0.09081647,0.074416174,0.071118747,0.073985267,0.038801794,0.084808804,0.091028082,0.107157882,0.093327751,0.098049323,0.097476062,0.093348645,0.103412309,0.09617637
0.09316,0.0861882,0.110493344,0.091465315,0.084899617,0.11203341,0.1126505,0.11799796,0.11864192,0.11118466,0.083280308,0.085921139,0.089151082,0.081565066,0.08953818,0.08563452,0.08901487,0.09555739,0.068736999,0.065605906,0.073761841,0.048753392,0.071610483,0.076337193,0.093070922,0.075330343,0.102450107,0.100086472,0.096327378,0.103705167,0.09346142
0.0577449,0.1533784,0.115892956,0.087890634,0.097093754,0.10745086,0.11162808,0.11271836,0.113933496,0.102911755,0.067850997,0.067629927,0.073669576,0.058244813,0.0668079,0.06557788,0.06926753,0.069523394,0.068334726,0.065810274,0.068024112,0.039490613,0.042713873,0.043184927,0.063859513,0.047085501,0.066979424,0.06454729,0.061254254,0.064535056,0.093285084
0.0560084,0.0612916,0.066521336,0.06356325,0.085568836,0.07932279,0.08422574,0.07438139,0.07983721,0.064489804,0.051832146,0.052988425,0.058941388,0.048960958,0.055752065,0.051448,0.060160685,0.058773313,0.047523104,0.038376819,0.040624351,0.013168129,0.056489247,0.063011808,0.077205164,0.059187497,0.060213824,0.058750081,0.057586872,0.063267058,0.072257616
0.0651534,0.060355,0.064612426,0.066252715,0.072271027,0.06973909,0.06964966,0.06942607,0.07123027,0.06617236,0.056726117,0.058685573,0.063924861,0.059667362,0.0645546,0.058462042,0.06429002,0.06479568,0.052323486,0.043161055,0.058637747,0.017367587,0.049093269,0.054207684,0.067897615,0.054090159,0.07465492,0.072150847,0.069723422,0.074852923,0.061279677
0.0614917,0.0505734,0.068596788,0.065889862,0.08350545,0.070307285,0.07002436,0.07361642,0.072282664,0.06866707,0.055749666,0.057110816,0.063439935,0.057029468,0.06299681,0.058117334,0.06367228,0.065580554,0.050720726,0.041841483,0.054296605,0.012729705,0.035093758,0.040298116,0.053020582,0.045360226,0.068634367,0.065850518,0.062396256,0.066073634,0.060008533
0.07498,0.0551133,0.092629522,0.066034192,0.076857703,0.065553784,0.06675859,0.06775553,0.0636358,0.06283195,0.063866181,0.066666158,0.072621742,0.061644061,0.06492559,0.05969901,0.06718789,0.06445302,0.051894409,0.042629084,0.049661296,0.013667828,0.049059793,0.056573399,0.067850423,0.057461145,0.076546672,0.07434362,0.073498566,0.076061974,0.06237863
0.0577149,0.0554833,0.07695072,0.077538922,0.074627633,0.07514626,0.07644742,0.08265824,0.07273742,0.07767775,0.049462424,0.049471569,0.058350551,0.045827435,0.064164884,0.057497155,0.06384977,0.06592782,0.062785766,0.055038874,0.064986372,0.032651255,0.039918926,0.043934838,0.059064555,0.046379867,0.065647287,0.062955723,0.058798876,0.065169945,0.0806049
0.0584284,0.0633034,0.06080071,0.059090004,0.058570628,0.063586034,0.06658782,0.065280914,0.057981167,0.057780962,0.053345913,0.052982903,0.061940862,0.049226745,0.05812854,0.05092076,0.05881313,0.05671685,0.052029534,0.041023056,0.049958921,0.012420156,0.035271121,0.040237004,0.052757347,0.044462748,0.060510643,0.058513921,0.054438546,0.059258485,0.055176727
0.0631733,0.0552467,0.069772662,0.06367075,0.075911494,0.061401952,0.062178675,0.06325372,0.058287103,0.063282974,0.047847884,0.047055709,0.057100885,0.045550601,0.061050344,0.053979795,0.062653124,0.062108744,0.055766362,0.045356459,0.059007832,0.019809584,0.050873903,0.058398305,0.068801592,0.064093598,0.066043845,0.064853463,0.060346588,0.06624706,0.078510135
0.0553367,0.0677167,0.066225828,0.064184287,0.069783841,0.06383863,0.064112216,0.06748097,0.06033126,0.064802244,0.046266948,0.045015188,0.055352013,0.044742574,0.058215123,0.05209269,0.0583102,0.0592794,0.059054582,0.048607983,0.055620288,0.016010193,0.0321074,0.037773398,0.051489134,0.043041829,0.058926701,0.056414694,0.052350023,0.060736498,0.059553765
0.0586233,0.0597817,0.059723634,0.059998209,0.061520178,0.057565603,0.058641512,0.05850705,0.052740213,0.05672842,0.050282908,0.048219127,0.059385159,0.050291293,0.059748534,0.053817,0.061523926,0.0590412,0.053193738,0.04094548,0.048978209,0.008274542,0.024104228,0.02705482,0.041559432,0.033081551,0.062651845,0.061328342,0.057152165,0.063673087,0.056932993
0.0800933,0.0727351,0.069773758,0.064716098,0.069837874,0.058400605,0.058813285,0.060338046,0.054789264,0.06169894,0.061324301,0.059672203,0.069915062,0.064489383,0.07253271,0.06488772,0.073200695,0.07130474,0.058112539,0.046562564,0.057647505,0.018755918,0.057626957,0.064661416,0.074832116,0.064860509,0.082809471,0.08183654,0.078144506,0.08258493,0.058389902
0.0787118,0.07065,0.066447286,0.072591224,0.06751885,0.07635072,0.07710566,0.08548449,0.073386155,0.08118019,0.065750246,0.063683666,0.073636383,0.06615227,0.07470406,0.06785015,0.074538626,0.07781407,0.073527972,0.064190561,0.075047511,0.03274154,0.044156094,0.050026086,0.064060131,0.05240091,0.083245709,0.081171909,0.078030081,0.081086565,0.060605727
0.0619567,0.0514084,0.069140662,0.070222426,0.080888979,0.08114265,0.08426909,0.08953985,0.07524971,0.077882975,0.058431832,0.054352335,0.065898828,0.056070813,0.0656719,0.05989326,0.066695444,0.065368444,0.076974452,0.066643178,0.074174318,0.036347711,0.012603197,0.016203108,0.033554087,0.027796766,0.063908682,0.062204563,0.058493739,0.062864093,0.070654824
0.0643483,0.1181733,0.072705344,0.065232143,0.069602604,0.070266955,0.073415846,0.073465556,0.06334358,0.06440833,0.057846086,0.053869268,0.065089723,0.057255403,0.061091762,0.054607097,0.06338783,0.06295483,0.069171304,0.05528592,0.064962644,0.023511419,0.034585653,0.04318206,0.055095344,0.050404283,0.064530952,0.063258306,0.059646466,0.066855451,0.06081049
0.0552166,0.0556117,0.065713074,0.067145427,0.068224393,0.06993422,0.07048073,0.07357369,0.06608793,0.06921005,0.058619783,0.054666207,0.064915089,0.057579972,0.058923904,0.053079586,0.059625458,0.061929625,0.073547459,0.061202423,0.076320602,0.032443428,0.03502928,0.043422913,0.056907085,0.048958764,0.060122939,0.058278246,0.052671884,0.061698944,0.063020356
0.0554899,0.06156,0.065083114,0.059822264,0.065392573,0.061069515,0.061618883,0.06164561,0.056916665,0.05730064,0.058828817,0.056566181,0.063858545,0.058564142,0.05739524,0.051639687,0.058523808,0.056984592,0.064591001,0.049428108,0.056477552,0.012581031,0.01641318,0.023530484,0.036459313,0.033947636,0.057991375,0.056460323,0.051695602,0.059844137,0.06037213
0.0702033,0.0719266,0.07151819,0.064529908,0.06373385,0.057844978,0.05761714,0.058457043,0.05474851,0.059418317,0.064259507,0.065218458,0.068433459,0.066145465,0.068087116,0.061695296,0.06962264,0.06742862,0.068051699,0.054987436,0.067419245,0.024019631,0.043788721,0.050334135,0.063702226,0.058037383,0.074198687,0.073457155,0.070409691,0.07627514,0.060322724
0.0921617,0.083045,0.07438042,0.070369288,0.070530175,0.06820314,0.06842217,0.07431485,0.06569127,0.07190456,0.07980946,0.084612824,0.083098107,0.074966589,0.08026016,0.07248444,0.07974492,0.08032688,0.078812422,0.067169917,0.076876106,0.030162713,0.06267575,0.0679713,0.085696829,0.066167553,0.09585104,0.094179365,0.091732965,0.093779341,0.062984645
0.06622,0.0819467,0.083903422,0.079863478,0.078748244,0.08954102,0.09156145,0.10170809,0.086267926,0.09258492,0.078623457,0.083305313,0.081850109,0.068146422,0.07547204,0.06904818,0.07524519,0.0761499,0.102288376,0.093248462,0.105446299,0.064003515,0.076209652,0.077949645,0.094595653,0.083696335,0.073369029,0.07133934,0.066977276,0.070178477,0.0833671
0.075505,0.071095,0.07259637,0.065468504,0.077522205,0.075671166,0.08046207,0.08051718,0.06745424,0.06622345,0.077797634,0.085333586,0.082626511,0.074455533,0.07455648,0.06742406,0.076691866,0.07403076,0.088372065,0.073273051,0.07970338,0.037024849,0.11739154,0.126585192,0.133473472,0.124972593,0.075415276,0.073905258,0.071212695,0.076497389,0.06379454
0.0879534,0.0713051,0.078462284,0.075600464,0.074499536,0.081717275,0.08280297,0.08870299,0.07785227,0.082438014,0.083242669,0.0877874,0.088976199,0.08978118,0.094362974,0.08767147,0.09625775,0.094308876,0.100899454,0.09063547,0.118952792,0.08048893,0.09555288,0.097488871,0.113008932,0.106207033,0.098188164,0.095520416,0.090227855,0.09934219,0.07207996
0.1123667,0.071555,0.073062314,0.078486884,0.083135601,0.093123235,0.09428327,0.10343725,0.08960901,0.09051798,0.130843378,0.138687231,0.137257824,0.136749925,0.12826222,0.12312087,0.12929682,0.12656206,0.110104626,0.098947514,0.099023946,0.061372706,0.105132638,0.099576781,0.121153308,0.106035226,0.123688097,0.121445314,0.118284523,0.124171972,0.0774164
0.2359483,0.561476,0.195813138,0.097662534,0.186003154,0.11663059,0.11833973,0.131358,0.11300006,0.11930678,0.17375371,0.184551463,0.179517283,0.187040948,0.1904138,0.18585362,0.1926843,0.18366659,0.136362675,0.128097164,0.14271019,0.110766649,0.213968236,0.230679727,0.227331731,0.209282504,0.235674081,0.235615587,0.237071222,0.230474014,0.090596385
0.1722017,0.1653934,0.224683462,0.174676991,0.181548359,0.21192403,0.2082525,0.22383344,0.20685908,0.21646242,0.174121202,0.175905647,0.176602336,0.159646218,0.17354509,0.16822289,0.17902814,0.1848667,0.219267338,0.220768876,0.226747367,0.183018954,0.185324641,0.190351902,0.200579905,0.18241709,0.185628549,0.182304585,0.177645854,0.173384131,0.173311
0.1313516,0.1612783,0.16029194,0.151241611,0.200805465,0.19682144,0.20022477,0.20414321,0.18108058,0.2114827,0.180544031,0.184529376,0.184054277,0.183852254,0.14459476,0.14614755,0.14804001,0.1569062,0.194857079,0.190816527,0.207394219,0.170760815,0.093066105,0.091716174,0.110739072,0.101509043,0.127939192,0.124820636,0.121010319,0.127196296,0.14947695
0.1298334,0.0965534,0.15685061,0.116594473,0.132672531,0.18718548,0.17629461,0.18728384,0.17274664,0.18363938,0.177764084,0.185111004,0.178601299,0.177745516,0.1467512,0.14171617,0.15849908,0.14579143,0.175696365,0.170407617,0.179283545,0.13527196,0.124147534,0.134771945,0.143090311,0.142931321,0.134720168,0.135113455,0.127579987,0.139327548,0.109927036
0.1611384,0.1145,0.1321677,0.123170361,0.237225316,0.17727077,0.16493987,0.17664541,0.16742639,0.17921565,0.096144615,0.118198525,0.091677258,0.103583079,0.16136004,0.1548721,0.16072406,0.16171308,0.171416731,0.16836263,0.178302162,0.164742581,0.139039834,0.148019412,0.158533397,0.148820492,0.165492128,0.162501441,0.15679683,0.165989847,0.12269084
0.1526316,0.1968699,0.176144358,0.138606099,0.232615232,0.1791289,0.17811368,0.19239703,0.18404104,0.19388583,0.109940312,0.100759505,0.105717432,0.1236961,0.16282175,0.15879443,0.16424611,0.16901831,0.176310772,0.170141027,0.178667482,0.144882699,0.094114609,0.106441308,0.108577562,0.112391214,0.161382043,0.160463791,0.154245107,0.160134271,0.15435266
0.1620916,0.317532,0.17354558,0.130782208,0.129880677,0.1705368,0.17717801,0.18050957,0.17515165,0.18668821,0.176336816,0.202867735,0.171120418,0.201428736,0.16814846,0.16452152,0.16937597,0.16177846,0.176214318,0.168575436,0.179334636,0.14195588,0.140027337,0.152303503,0.158730327,0.155713154,0.165363011,0.166125288,0.160129138,0.165558482,0.13955699
0.1711267,0.1129267,0.178724428,0.15594106,0.179419699,0.18180436,0.18270443,0.19220677,0.18416035,0.19515395,0.24877783,0.263177893,0.250768986,0.214635226,0.1875317,0.18292174,0.1908278,0.18628314,0.180539696,0.170951507,0.191772235,0.143959922,0.16373446,0.171426465,0.191353999,0.160639268,0.185686624,0.186880062,0.179068223,0.184980367,0.17220244
